status	axis	repo	path	files	bytes	note
OK	workflow	julienamorgan/signal-prospecting-kit	research/repos/workflow/julienamorgan__signal-prospecting-kit	16	468K	
OK	workflow	jwen0605/Sales-Agent-LangGraph	research/repos/workflow/jwen0605__Sales-Agent-LangGraph	4	152K	
OK	workflow	kaymen99/AI-Sales-agent	research/repos/workflow/kaymen99__AI-Sales-agent	17	248K	
OK	workflow	kaymen99/ai-web-scraper	research/repos/workflow/kaymen99__ai-web-scraper	11	196K	
OK	workflow	kaymen99/leads-reactivation-with-AI-Voice-Agent	research/repos/workflow/kaymen99__leads-reactivation-with-AI-Voice-Agent	29	300K	
SKIP	workflow	kaymen99/sales-outreach-automation-langgraph	research/repos/workflow/kaymen99__sales-outreach-automation-langgraph	43	4080K	already present
SKIP	workflow	keinsaasforever/gtm-pipeline-skills	research/repos/workflow/keinsaasforever__gtm-pipeline-skills	34	604K	already present
OK	workflow	kenithphilip/Anvil	research/repos/workflow/kenithphilip__Anvil	1759	27200K	
OK	workflow	kevinggrimbeek-dev/revenue-intelligence-engine	research/repos/workflow/kevinggrimbeek-dev__revenue-intelligence-engine	5	168K	
OK	workflow	kiryano/Scout	research/repos/workflow/kiryano__Scout	21	416K	
OK	workflow	kkrlstrm/gtm-pipeline	research/repos/workflow/kkrlstrm__gtm-pipeline	81	804K	
SKIP	workflow	KlementMultiverse/ai-crm-agents	research/repos/workflow/KlementMultiverse__ai-crm-agents	29	376K	already present
OK	workflow	landedjobs/gtm-engineer-jobs	research/repos/workflow/landedjobs__gtm-engineer-jobs	4	620K	
OK	workflow	LeadMagic/cold-email-cli	research/repos/workflow/LeadMagic__cold-email-cli	180	1608K	
OK	workflow	LeadMagic/gtm-skills	research/repos/workflow/LeadMagic__gtm-skills	1178	10360K	
OK	workflow	leafcraft/quote-to-cash	research/repos/workflow/leafcraft__quote-to-cash	32	820K	
SKIP	workflow	LeanScaleTeam/marketplace-mcp	research/repos/workflow/LeanScaleTeam__marketplace-mcp	327	11080K	already present
OK	workflow	leeo-pereira/marketing-cpq	research/repos/workflow/leeo-pereira__marketing-cpq	5	212K	
OK	workflow	LensmorOfficial/exhibitor-intelligence-playbook	research/repos/workflow/LensmorOfficial__exhibitor-intelligence-playbook	11	188K	
OK	workflow	LensmorOfficial/trade-show-email-templates	research/repos/workflow/LensmorOfficial__trade-show-email-templates	34	292K	
OK	workflow	LensmorOfficial/trade-show-skills	research/repos/workflow/LensmorOfficial__trade-show-skills	71	2488K	
OK	workflow	Linked-API/linkedin-skills	research/repos/workflow/Linked-API__linkedin-skills	60	596K	
OK	workflow	linyows/warp	research/repos/workflow/linyows__warp	55	752K	
OK	workflow	LLMbreaker/awesome-ai-sales-tools	research/repos/workflow/LLMbreaker__awesome-ai-sales-tools	2	136K	
OK	workflow	lsn1015/MVP-Email-Automation	research/repos/workflow/lsn1015__MVP-Email-Automation	17	224K	
OK	workflow	lspencer3/people_directory	research/repos/workflow/lspencer3__people_directory	113	1116K	
OK	workflow	Luispitik/lead-research-brief	research/repos/workflow/Luispitik__lead-research-brief	9	232K	
OK	workflow	LuisVergaraM/revenue-operations-analytics-platform	research/repos/workflow/LuisVergaraM__revenue-operations-analytics-platform	11	160K	
OK	workflow	MadCoderme/Snomail	research/repos/workflow/MadCoderme__Snomail	73	968K	
OK	workflow	Madi-S/Lead-Generation	research/repos/workflow/Madi-S__Lead-Generation	56	1560K	
OK	workflow	Mafn0601/lead-enrichment-api	research/repos/workflow/Mafn0601__lead-enrichment-api	8	140K	
OK	workflow	magictalent/AI-sales-assistant_next.js-kit	research/repos/workflow/magictalent__AI-sales-assistant_next.js-kit	260	18524K	
OK	workflow	manojmevada/cpq	research/repos/workflow/manojmevada__cpq	1	128K	
OK	workflow	manu0013/bullReaalty	research/repos/workflow/manu0013__bullReaalty	0	80K	
OK	workflow	maorozco/revops-analytics-hub	research/repos/workflow/maorozco__revops-analytics-hub	54	10020K	
OK	workflow	marcelosabadini/pipedrive-to-csv	research/repos/workflow/marcelosabadini__pipedrive-to-csv	6	148K	
OK	workflow	marketinguys/awesome-gtm-engineering	research/repos/workflow/marketinguys__awesome-gtm-engineering	2	136K	
SKIP	workflow	markster-public/markster-os	research/repos/workflow/markster-public__markster-os	225	2488K	already present
OK	workflow	marvinvista/callback-alpha	research/repos/workflow/marvinvista__callback-alpha	41	352K	
OK	workflow	mat-lucie/outbound-sales-agent	research/repos/workflow/mat-lucie__outbound-sales-agent	429	9692K	
OK	workflow	matellez/claude-skills	research/repos/workflow/matellez__claude-skills	27	588K	
OK	workflow	mautic/mautic	research/repos/workflow/mautic__mautic	6997	129920K	
OK	workflow	mayooear/ai-company-researcher	research/repos/workflow/mayooear__ai-company-researcher	32	584K	
OK	workflow	mazorda/gtm-autoresearch	research/repos/workflow/mazorda__gtm-autoresearch	12	240K	
OK	workflow	meddadda02/PFE-Quote_to_cash	research/repos/workflow/meddadda02__PFE-Quote_to_cash	6170	50844K	
OK	workflow	medscout-gtm/gtm-skills	research/repos/workflow/medscout-gtm__gtm-skills	19	392K	
OK	workflow	melgarafael/DeskcommCRM	research/repos/workflow/melgarafael__DeskcommCRM	2563	102436K	
OK	workflow	michaelromeroros/revenue-operations-analytics	research/repos/workflow/michaelromeroros__revenue-operations-analytics	36	4440K	
OK	workflow	MichD8765/lead-enrichment-api	research/repos/workflow/MichD8765__lead-enrichment-api	22	520K	
OK	workflow	mizcausevic-dev/partner-lead-distribution-engine	research/repos/workflow/mizcausevic-dev__partner-lead-distribution-engine	37	1700K	
OK	workflow	modestcrab/3CX-Pipedrive-Integration	research/repos/workflow/modestcrab__3CX-Pipedrive-Integration	3	188K	
OK	workflow	mukulsinghal001/lead-scoring-model-python	research/repos/workflow/mukulsinghal001__lead-scoring-model-python	8	20968K	
OK	workflow	NachoLafuente/5050-gtm	research/repos/workflow/NachoLafuente__5050-gtm	65	948K	
OK	workflow	nando0x/ProspectOS	research/repos/workflow/nando0x__ProspectOS	258	3064K	
OK	workflow	nat-sharpe/People-of-SalesLoft	research/repos/workflow/nat-sharpe__People-of-SalesLoft	22	932K	
SKIP	workflow	NForce-ai/SDRbot	research/repos/workflow/NForce-ai__SDRbot	220	4112K	already present
OK	workflow	ominou5/funnel-architect-plugin	research/repos/workflow/ominou5__funnel-architect-plugin	75	828K	
OK	workflow	omkarcloud/google-maps-scraper	research/repos/workflow/omkarcloud__google-maps-scraper	93	28020K	
OK	workflow	oneshot-agent/oneshot-gtm	research/repos/workflow/oneshot-agent__oneshot-gtm	376	4292K	
OK	workflow	OneWave-AI/claude-skills	research/repos/workflow/OneWave-AI__claude-skills	536	9692K	
OK	workflow	orbit-love/community-ruby-pipedrive-orbit	research/repos/workflow/orbit-love__community-ruby-pipedrive-orbit	30	528K	
OK	workflow	Othmane-Khadri/gtm-engineer-playbook	research/repos/workflow/Othmane-Khadri__gtm-engineer-playbook	14	380K	
SKIP	workflow	Othmane-Khadri/YALC-the-GTM-operating-system	research/repos/workflow/Othmane-Khadri__YALC-the-GTM-operating-system	874	9148K	already present
OK	workflow	outreachmagic/outreachmagic	research/repos/workflow/outreachmagic__outreachmagic	337	7240K	
OK	workflow	ozguruysal/hubspot-tailwind	research/repos/workflow/ozguruysal__hubspot-tailwind	22	1756K	
OK	workflow	PaulMatuto/SmartQuoteBuilder	research/repos/workflow/PaulMatuto__SmartQuoteBuilder	131	12216K	
OK	workflow	pdrodavi/lead-enrichment-api	research/repos/workflow/pdrodavi__lead-enrichment-api	141	1300K	
OK	workflow	Pest-Analytics/ZoomInfo	research/repos/workflow/Pest-Analytics__ZoomInfo	2	164K	
OK	workflow	prantikmedhi/b2b-leads-ai	research/repos/workflow/prantikmedhi__b2b-leads-ai	18	672K	
OK	workflow	prin7r-projects/lead-enrichment	research/repos/workflow/prin7r-projects__lead-enrichment	84	4528K	
OK	workflow	prinzpelle/HubspotAgent	research/repos/workflow/prinzpelle__HubspotAgent	0	80K	
OK	workflow	Prospeda/gtm-skills	research/repos/workflow/Prospeda__gtm-skills	280	5152K	
OK	workflow	pyfection/pypedriver	research/repos/workflow/pyfection__pypedriver	9	176K	
OK	workflow	rediumvex/hormozi-sales-cold-outreach-claude	research/repos/workflow/rediumvex__hormozi-sales-cold-outreach-claude	6	4252K	
OK	workflow	ringcentral/pipedrive-embeddable-ringcentral-phone-spa	research/repos/workflow/ringcentral__pipedrive-embeddable-ringcentral-phone-spa	68	9416K	
OK	workflow	ROHANNAIK/Sales-Prediction	research/repos/workflow/ROHANNAIK__Sales-Prediction	8	3340K	
OK	workflow	Runna-Ad/spam-runnareach	research/repos/workflow/Runna-Ad__spam-runnareach	348	5972K	
OK	workflow	rykov/paperboy	research/repos/workflow/rykov__paperboy	122	1608K	
OK	workflow	RyuSeongbin/sales-agent-langgraph	research/repos/workflow/RyuSeongbin__sales-agent-langgraph	15	328K	
OK	workflow	saibharghab/ecommerce-sales-forecastings	research/repos/workflow/saibharghab__ecommerce-sales-forecastings	2	608K	
OK	workflow	salesforcecli/plugin-agent	research/repos/workflow/salesforcecli__plugin-agent	343	3556K	
OK	workflow	salestosystems/Revenue-Leakage-System	research/repos/workflow/salestosystems__Revenue-Leakage-System	10	220K	
OK	workflow	SFDO-Tooling/CumulusCI	research/repos/workflow/SFDO-Tooling__CumulusCI	908	22444K	
OK	workflow	Shahid-Musabbar/QuoteAI	research/repos/workflow/Shahid-Musabbar__QuoteAI	14	1076K	
OK	workflow	sharifulislam141/ApolloScrapper	research/repos/workflow/sharifulislam141__ApolloScrapper	5	164K	
OK	workflow	shileodebode/sales-prospecting-automation	research/repos/workflow/shileodebode__sales-prospecting-automation	3	176K	
OK	workflow	SHUKLA123907/Quote-to-Cash-System	research/repos/workflow/SHUKLA123907__Quote-to-Cash-System	1	128K	
OK	workflow	shyftai/GTMOS	research/repos/workflow/shyftai__GTMOS	175	1664K	
OK	workflow	sikkrasmus/company-index-framework	research/repos/workflow/sikkrasmus__company-index-framework	130	6348K	
OK	workflow	SimonTheSalesBooster/ClaudeSkills-SprintClub	research/repos/workflow/SimonTheSalesBooster__ClaudeSkills-SprintClub	32	552K	
OK	workflow	SimonTheSalesBooster/prospectingwork	research/repos/workflow/SimonTheSalesBooster__prospectingwork	3	192K	
OK	workflow	singer-io/tap-pipedrive	research/repos/workflow/singer-io__tap-pipedrive	74	700K	
OK	workflow	slowsliwa-maxim/flowpilot-ai-revenue-ops	research/repos/workflow/slowsliwa-maxim__flowpilot-ai-revenue-ops	15	6048K	
OK	workflow	smian1/salesforce-agent-chat-ui	research/repos/workflow/smian1__salesforce-agent-chat-ui	20	3520K	
OK	workflow	snelsi/next-hubspot	research/repos/workflow/snelsi__next-hubspot	20	384K	
OK	workflow	SNTL84/SNTL84-Growth-Engine	research/repos/workflow/SNTL84__SNTL84-Growth-Engine	7	1356K	
OK	workflow	Soapey/HQCPQ	research/repos/workflow/Soapey__HQCPQ	60	812K	
OK	workflow	SoftwareBound/zoominfo-api	research/repos/workflow/SoftwareBound__zoominfo-api	6	212K	
OK	workflow	Spexx-commits/revenue-motion-development	research/repos/workflow/Spexx-commits__revenue-motion-development	23	240K	
OK	workflow	spikeburton/support-engineer-salesloft-app	research/repos/workflow/spikeburton__support-engineer-salesloft-app	28	832K	
OK	workflow	Stunspot/stunspots-guide-to-sales-prospecting-strategy	research/repos/workflow/Stunspot__stunspots-guide-to-sales-prospecting-strategy	57	19064K	
OK	workflow	sudy51/cpq-sales	research/repos/workflow/sudy51__cpq-sales	105	1448K	
OK	workflow	superfaceai/hubspot-agent-demo	research/repos/workflow/superfaceai__hubspot-agent-demo	13	196K	
OK	workflow	superryeti/Email-Crawler-Lead-Generator	research/repos/workflow/superryeti__Email-Crawler-Lead-Generator	5	156K	
OK	workflow	SURESHBEEKHANI/Cold-Email-Automations	research/repos/workflow/SURESHBEEKHANI__Cold-Email-Automations	49	19088K	
OK	workflow	SwapnilJadhav11/Cold-Emailr	research/repos/workflow/SwapnilJadhav11__Cold-Emailr	74	556K	
OK	workflow	swierczewskiigor-prog/sales-forecasting-python	research/repos/workflow/swierczewskiigor-prog__sales-forecasting-python	5	1012K	
OK	workflow	tanya-syncoria/odoo-quote-to-cash-guide	research/repos/workflow/tanya-syncoria__odoo-quote-to-cash-guide	1	184K	
OK	workflow	thechrisoshow/outreach	research/repos/workflow/thechrisoshow__outreach	20	208K	
OK	workflow	ThomsenDrake/The-Write-Leads	research/repos/workflow/ThomsenDrake__The-Write-Leads	49	732K	
OK	workflow	timbtz/lead-enrichment-api	research/repos/workflow/timbtz__lead-enrichment-api	33	424K	
SKIP	workflow	TomGranot/hubspot-admin-skills	research/repos/workflow/TomGranot__hubspot-admin-skills	219	6652K	already present
OK	workflow	tomregan-revenueleaks/artemis-skills-installer	research/repos/workflow/tomregan-revenueleaks__artemis-skills-installer	6	160K	
OK	workflow	toofast1/awesome-ai-lead-generation	research/repos/workflow/toofast1__awesome-ai-lead-generation	3	144K	
OK	workflow	TuguiDragos/ghl-n8n-ai-calling-agent	research/repos/workflow/TuguiDragos__ghl-n8n-ai-calling-agent	34	25304K	
OK	workflow	violetfleming47/deal-intelligence	research/repos/workflow/violetfleming47__deal-intelligence	20	492K	
OK	workflow	warmbly/warmbly	research/repos/workflow/warmbly__warmbly	2996	41132K	
OK	workflow	willwearing/salesnav-skill	research/repos/workflow/willwearing__salesnav-skill	6	188K	
OK	workflow	Workflowsio/company-os-starter-kit	research/repos/workflow/Workflowsio__company-os-starter-kit	36	608K	
OK	workflow	WorklifeBarometer/PipeDriveApi	research/repos/workflow/WorklifeBarometer__PipeDriveApi	69	1316K	
OK	workflow	xxyshawn-creator/yuge-overseas-sales-research	research/repos/workflow/xxyshawn-creator__yuge-overseas-sales-research	7	228K	
OK	workflow	yerdaulet-damir/langgraph-sales-agent	research/repos/workflow/yerdaulet-damir__langgraph-sales-agent	53	1332K	
OK	workflow	yossweh/cold-email-engine	research/repos/workflow/yossweh__cold-email-engine	57	744K	
OK	workflow	yuvaraj-salesanalytics/yuvaraj-portfolio-website	research/repos/workflow/yuvaraj-salesanalytics__yuvaraj-portfolio-website	2	276K	
OK	workflow	zapier/gtm-cheat-codes	research/repos/workflow/zapier__gtm-cheat-codes	148	860K	
OK	workflow	Zevenue/headless-gtm	research/repos/workflow/Zevenue__headless-gtm	104	1364K	
OK	workflow	zhangruiying12138-web/foreign-trade-lead-agent	research/repos/workflow/zhangruiying12138-web__foreign-trade-lead-agent	9	176K	
OK	workflow	zime-ai/zime-gtm-skills	research/repos/workflow/zime-ai__zime-gtm-skills	170	1708K	
OK	workflow	zjzhao1002/LinkedinSalesNavigator-Automation	research/repos/workflow/zjzhao1002__LinkedinSalesNavigator-Automation	2	132K	
OK	workflow	Zoominfo/api-auth-java-client	research/repos/workflow/Zoominfo__api-auth-java-client	4	152K	
OK	workflow	Zoominfo/api-auth-nodejs-client	research/repos/workflow/Zoominfo__api-auth-nodejs-client	5	144K	
OK	workflow	Zoominfo/api-auth-python-client	research/repos/workflow/Zoominfo__api-auth-python-client	8	160K	
